Title,Rating,Genre,Description,Casts,Country
Rivalry (2021),Three Stars,"Drama , Drama , Romance , Thailand | Episodes 10+",Anawin and Nilin are two rivals who bond over the course of the game. Edit Translation English Français Português Español,"{'', 'Klomklom Khwanruedi\nSupport Role', 'Candy Supapat Phoncharoenrat\nUnknown', 'Hiranyatithi Boromwuti\nSupport Role', 'Support Role', 'Baan Kanut Rojanai\nSupport Role', 'Ohm Kanin Stanley\nSupport Role', 'Dungwattanawanich Nuttanicha\nMain Role', 'Karnthip Pop Thagoon\nMain Role', 'Panlertwongskul Manasnan\nMain Role', 'Bright Rapheephong Thapsuwan\nSupport Role', 'Sam Yuranunt Pamornmontri\nMain Role', 'Bhunjaroeun Prima\nSupport Role', 'Metavarayuth Teeradetch\nMain Role', 'Bussarakwadee Phatrakorn\nSupport Role', 'Toongkamanee Duangta\nSupport Role'}",Thailand
Nang Sao Som Lon (2022),Three & Half Stars,"Drama , Drama , Romance , Thailand | Episodes 10+","Som was left with her aunt and uncle, by her mother, who went missing after dropping her at her aunt and uncle's house. Suddenly being left with the baggage of a child that was not even theirs, her aunt and uncle raised her badly, neglecting and abusing her. Still, she grew up to be a well-mannered girl. Desiring to be self-sufficient, Som decided to learn about beauty and hair from a beauty salon's beautician, Huay. However, her uncle soon set her up to be sold to a millionaire. In order to escape her sad fate, Som runs away with Huay. After which she is taken to a beauty pageant agency. There she decides to enter many small beauty contests in order to obtain enough money to further her education, which will then enable her to join even bigger pageants. While doing this, she also applies to work at a hotel, where she meets Sila — the handsome owner of the hotel. Sia looks down on her because he believes her worth only lies in her beauty. ","{'', 'Suparbpaiboon Veraparb\nUnknown Role', 'Ae Weerachai Hattakovit\nSupport Role', 'Guitar Siripich Wimolnoch\nUnknown Role', 'Angkana Woraruttanachai\nSupport Role', 'Tong Samitpong Sakulpongchai\nSupport Role', 'Grace Patsita Athianantasak\nMain Role', 'Ter Priya Wimolnoch\nSupport Role', 'Support Role', 'Chap Varakorn\nMain Role', 'Fern Gatesara Watthanasang\nSupport Role', 'Toey Kanyakorn Pinij\nSupport Role', 'Gam Gavintra Photijak\nSupport Role', 'Sui Pornnapa Thepthinnakorn\nSupport Role', 'Pamela Bowden\nSupport Role', 'Nimakorn Kotchakorn\nSupport Role', 'Koong Tuangsith Reamjinda\nSupport Role', 'Ice Nathasa Vesprasit\nSupport Role', 'Chalalai\nUnknown Role', 'Ratree Wittawat\nSupport Role'}",Thailand
My Sweet Assassin (2022),Three Stars,"Drama , Action , Comedy , Crime , Drama , Romance , Thailand | Episodes 12","Duangjan is a cold-blooded, young assassin for a mafia group. One day, due to a failed mission between Duangjan and Lok — an assassin within the same group — Duangjan ends up falling off of a cliff. However, she is saved by the head of the national park, Atiruj. When she wakes up, Atiruj realises that the young woman he saved has developed amnesia. The once cold and calculated killer suddenly turns into a cheerful little girl and finds herself not only with a new name ""Chao Chao"", but also a fake husband, Atiruj — who just so happens to be escaping his mother who was determined to get her son married. ","{'', 'Mac Pawish Wiengnont\nSupport Role', 'Mil Sarut Nawapraditkul\nSupport Role', 'Mokjok Jaturong\nSupport Role', 'Watsana Phunphon\nSupport Role', 'Ammarat Jakkrit\nSupport Role', 'Ya Janya Thanasawaangkoun\nSupport Role', 'Rungnopakunsi Songsit\nSupport Role', 'Support Role', 'Anant Boonnark\nSupport Role', 'Kin Karun Aramsri\nSupport Role', 'Lawanprasert Srungsuda\nSupport Role', 'Warintorn Panhakarn\nMain Role', 'Tui Tui Puttachat Pongsuchat\nSupport Role', 'Attachitsataporn Phiravich\nSupport Role', 'Petchbuntoon Pongphan\nSupport Role', 'Ngamsan Chartchai\nSupport Role', 'Arisara Wongchalee\nSupport Role', 'Tantiprasut Matira\nMain Role', 'Namnung Suttidachanai\nSupport Role'}",Thailand
Matcha Anda (2022),Three & Half Stars,"Drama , Action , Drama , Fantasy , Thailand | Episodes 20+","A love story between a human and a mermaid. Human Khun Naren and the mermaid princess of the North ocean Anda fall in love while Anda struggles to stay out of the clutches of Sinthu, the mermaid king of the South ocean. ","{'', 'Ae Weerachai Hattakovit\nSupport Role', 'Jarujinda Danai\nSupport Role', 'Kratae R-Siam\nSupport Role', 'Amornchailerk Krit\nSupport Role', 'Support Role', 'Jularruk Jularnon\nSupport Role', 'Tarnwised Orwannasa\nSupport Role', 'Golf Anuwat Choocherdratana\nMain Role', 'Rattanapond Klinkulabhiran\nSupport Role', 'Sriwanna Gaewalin\nMain Role', 'Coates Malinee Adelaide\nSupport Role', 'Pisalayabuth Nunthasai\nSupport Role', 'Rapanich Arnus\nSupport Role', 'Ngamsan Chartchai\nSupport Role', 'Pui Aranya Pathumthong\nSupport Role', 'Pang Pichapat Mahathityakul\nSupport Role', 'Thananta Chatchadaporn\nSupport Role', 'Rong Kaomulkadee\nSupport Role'}",Thailand
Game Rak Game Payabaht (2021),Two Stars,"Drama , Action , Drama , Romance , Thailand | Episodes 10+",The female lead is a young woman who has resentment over something that happened in the past and is waiting to take revenge on the male lead's family. ,"{'Sirikul Penpak\nSupport Role', 'David Asavanond\nSupport Role', '', 'Kessarin Ektawatkul\nUnknown', 'Nampan Patchata\nMain Role', 'Tientong Asanai\nSupport Role', 'Vaithayanon Usamanee\nMain Role', 'Janjareon Supoj\nSupport Role', 'Support Role', 'Coates Malinee Adelaide\nSupport Role', 'Amarin Nitibhon\nSupport Role', 'Ploy Chidjun Hung\nSupport Role', 'Boonyathorn Kitiphattakon\nUnknown Role', 'Sun Prachakorn Piyasakulkaew\nSupport Role'}",Thailand
Koo See Pee Meu Bprab (2018),Not Rated,"Drama , Action , Comedy , Drama , Fantasy , Romance , Thailand | Episodes 20",A young talented police lieutenant Tai along with the ghost of the deceased policeman will fight with a gang of drug dealers to restore a good name. ,"{'Boonyakiat Passorn\nSupport Role', '', 'Pholdee Jesadaporn\nMain Role', 'Wayne Falconer\nSupport Role', 'Beam Sarunyu Prachakrit\nSupport Role', 'Yamnarm Chakrit\nMain Role', 'Support Role', 'Kessarin Ektawatkul\nSupport Role', 'Joke Akarin Akaranithimetrad\nSupport Role', 'Teemarkorn Attaporn\nUnknown Role', 'Pam Sirapassara Sintrakarnphol\nSupport Role', 'Guzjung Jirantanin Pitakporntrakul\nSupport Role', 'Rachawat Klipngern\nGuest Role', 'Sudhipong Vatanajang\nSupport Role', 'Mardthong Sarawut\nSupport Role', 'Jaksamittanon Kaneungnij\nMain Role'}",Thailand
Fun Fueng (2014),Three Stars,"Drama , Comedy , Drama , Family , Friendship , Romance , Thailand | Episodes 23","Athit, a driver, pretends to be his boss Rattawee and Wilailuck, a servant, pretends to be a high-class woman by stealing her mistress dresses. Athit and Wilailuck go on a date and fall in love not knowing that the other is lying about who they are. When their bosses find out, they demand both servants tell each other the truth, but they continue to lie. When Rattawee meets Montira, Wilailuck's mistress, he immediately falls for her and tells Athit to continue lying. Rattawee and Montira spend time together and start to fall in love. ","{'', 'Daran Thitakawin\nSupport Role', 'Soraya Titawasira\nSupport Role', 'Nilkuha Warattaya\nMain Role', 'Anant Boonnark\nSupport Role', 'Chumpanee Sopitnapa\nUnknown Role', 'Saengchaipiangpen Monchanok\nMain Role', 'Oonhanun Kriengkrai\nSupport Role', 'Kasetsin Puttichai\nMain Role', 'Suksawat Jarunee\nSupport Role', 'Petchbuntoon Pongphan\nSupport Role', 'Sirikul Penpak\nSupport Role', 'Chuwong Chayachinda\nUnknown Role', 'Boy Takonkiet Viravan\nUnknown Role', 'Boom Runya Siyanon\nUnknown Role', 'Yuktadatta Sireeporn\nSupport Role', 'Aarm Kornkan Sutthikoses\nSupport Role', 'Chaiyaat Tanatat\nMain Role', 'Pratana Banjongsang\nSupport Role', 'Tum Warawut Poyim\nSupport Role'}",Thailand
Tang Fah Tawan Diew (2006),One Star,"Drama , Comedy , Drama , Romance , Thailand | Episodes 15","Hutho is a medical student whose personality is cool, outgoing, intelligent and funny. Lun is the daughter of a wealthy businessman but her dream is to be a photographer. While out doing a photoshoot at a pool hall, Lun runs into Hutho, who is in a fight with some hoodlums. Hutho ends up at the police station and is bailed out by his father. The next day at the university, Hutho becomes the class laughing stock because his drunk pictures from the night before are all over the newspapers. Desperate to know the photographer, Hutho makes a trip to Lun's gallery. ","{'', 'Orapan Panthong\nUnknown Role', 'Pholdee Jesadaporn\nMain Role', 'Support Role', 'Tienphosuwan Janie\nMain Role', 'Yanee Tramoth\nSupport Role', 'Jaksamittanon Kaneungnij\nSupport Role', 'Krung Srivilai\nSupport Role', 'Wan Thanakrit Panichawit\nSupport Role', 'Cholawit Sukudom\nSupport Role', 'Peerapol Kirdjareun\nUnknown Role', 'Jib Benchanat Aksonnantha\nSupport Role'}",Thailand
Rak Diao (2022),Four Stars,"Drama , Comedy , Drama , Romance , Sitcom , Thailand | Episodes 10",Rak and Diao love to quarrel every time they met. What will happen when they work under the same company and live under the same roof? ,"{'Ploy Chanikan Sopitwisit\nSupport Role', 'Ampere Suttatip Wutchaipradit\nSupport Role', '', 'Kate Pimmada Pattana-alongkorn\nUnknown Role', 'Win Songsin Jaipan\nMain Role', 'Graphic Ratchawit Chanrunganan\nSupport Role', 'Support Role', 'Aim Witthawat Rattanaboonbaramee\nSupport Role', 'Mook Napapach\nSupport Role', 'Earth Thanakrit Talasopon\nMain Role', 'Yong Chernyim\nSupport Role', 'Sujira Arunpipat\nSupport Role', 'Nut Nuttasate Putraserani\nSupport Role'}",Thailand
Not Me (2021),Three Stars,"Drama , Action , Drama , Mystery , Romance , Thriller , Thailand | Episodes 8+","Black and White are twins with a powerful connection. After their parents' separation, though, White’s father took him out of the country, their family effectively severed in two. It isn’t until fifteen years have passed that White—now grown—returns to Thailand. One day, seemingly from nowhere, White feels an agony like death. He recovers in the hospital, but they’re unable to determine the cause. Then he picks up a call from a childhood friend, Tod. Tod tells him that Black is in a coma following a vicious attack and he learns that Black is in a motorcycle gang. Unable to endure the harm done to his brother in silence, and suspecting it was one of Black’s close friends—Sean, Gram, or Yok—who betrayed him, White disguises himself as Black to root out the traitor. But White doesn’t know his brother as well as he thought; he’s not behaving like the Black Sean knows, distrustful and uncaring about the feelings of others. Sean's suspicious. The difference gets under Sean's skin and makes him feel things he shouldn’t.","{'', 'Fluke Gawin Caskey\nSupport Role', 'Dem Thanutnun Vitsivakun\nUnknown Role', 'Adulkittiporn Jumpol\nMain Role', 'First Kanaphan Puitrakul\nSupport Role', 'X Nuttapong Mongkolsawas\nUnknown Role', 'Film Rachanun Mahawan\nSupport Role', 'Anucha Boonyawatana\nUnknown Role', 'Support Role', 'Wijitwongthong Tanutchai\nSupport Role', 'Lookjun Bhasidi Petchsutee\nSupport Role', 'Cheewagaroon Harit\nSupport Role', 'Poonsawas Atthaphan\nMain Role', 'Papang Phromphiriya Thongputtaruk\nSupport Role', 'Noolek Sureechay Kaewses\nUnknown Role'}",Thailand
Pleng Bin Bai Ngiw (2022),Three Stars,"Drama , Drama , Romance , Thailand | Episodes 10+","Cheating Spouse highlights ""honest"" which is one of the most important values in a marriage. When a partner cheats on him, it will eventually destroy the family. The story revolves around two unworthy couples – a flirtatious social woman and her perfect husband and a sickly but optimistic woman and her ambitious husband who will do anything to succeed. The story gets complicated when they get involved with a love triangle. Will pity turn into love? ","{'', 'Waasuthep Ketpetch\nUnknown Role', 'Kreuasuwansri Pattarasaya\nMain Role', 'Tom Ratchaneekorn Phanmanee\nSupport Role', 'Chaleeda Gilbert\nSupport Role', 'Sataporn Nakwilairoj\nSupport Role', 'Nutakom Chanana\nSupport Role', 'Plai Panta Pattanaampaiwong\nSupport Role', 'Amornsupasiri Arak\nMain Role', 'Support Role', 'Chokprajakchat Nichari\nMain Role', 'Zee Pruk Panich\nSupport Role', 'Joy Chonticha Nuamsukon\nSupport Role', 'Nui Suttasit\nUnknown Role', 'Golf Anuwat Choocherdratana\nMain Role', 'Athiwat Sanitwong\nUnknown', 'Krisna Asoksin\nUnknown Role', 'Saithip Montrikun Na Ayudhaya\nUnknown Role', 'Janistar Phomphadungcheep\nSupport Role'}",Thailand
Physical Therapy (2022),Three & Half Stars,"Drama , Drama , Medical , Romance , Thailand | Episodes 12",A physical illness brings two hearts together. Follow the story of a young man and his physical therapist who heal each other's pain and turn it into love. ,"{'', 'Andy Rachyd Kusolkulsiri\nUnknown Role', 'Pim Panida Manphuang\nSupport Role', 'Kuma Punnathorn Pornprasit\nSupport Role', 'J-Dai Setthasitt Limkasiddej\nSupport Role', 'Support Role', 'Folk Warattapob Wasinwasukul\nSupport Role', 'Q Nattaphop Tokhem\nSupport Role', 'Thai Chayanon Phakthin\nSupport Role', 'Tuang Savika Kanjanamas\nSupport Role', 'Atom Noraworn Phueakamphai\nSupport Role', 'Tonaoy Pintira Singhaseem\nSupport Role', 'Bee Teerasit Pimkitidaj\nSupport Role', 'Jean Teema Tadapratheep\nSupport Role', 'Darran Zeththinich Chanavarasutthisiri\nSupport Role', 'Boom Yanapat Wongsrinant\nSupport Role', 'Petch Jakkaphet Phiban\nMain Role', 'Son Ravisut Patipatvasin\nMain Role', 'Panichtamrong Peemapol\nUnknown Role', 'Press Panhathai Sangwanngern\nSupport Role'}",Thailand
It Happens on Valentine's Day (2022),Four Stars,"Drama , Drama , Thailand | Episodes 8","Here are two love stories of two women that happen on Valentine's Day. Muenprae cheats on Tan, a boyfriend she is soon to marry, to have a secret affair with her married supervisor, Wiwat. On Valentine's Day, the two decide to celebrate their love on their own. However, Tan and Yuwadee, Wiwat's wife, get wind of it and finally find the truth. Kim's life is surrounded by three men. Aek; a cheating boyfriend, Sira; a man who wants her to be his official mistress, and Tan; a man who does not want to be serious with her. Despite these three men, she has to spend Valentine's Day alone.","{'Burbridge Cindy\nSupport Role', 'Sirisantana Warit\nMain Role', 'Penkul Penpeth\nSupport Role', 'Vaithayanon Usamanee\nMain Role', 'Saithip Montrikun Na Ayudhaya\nUnknown Role', 'Weckx Lanlalin\nMain Role', 'Koo Ekkasit Trakulkasemsuk\nUnknown Role', 'Haetrakul Dom\nSupport Role'}",Thailand
Our Days (2022),Four Stars,"Drama , Drama , Romance , Sports , Youth , Thailand | Episodes 12","Coming from rural Thailand, Mon moves to Bangkok to start university. On his first day in the big city, he meets Sow, a local musician, who shows him around. During a drunk night, Sow kisses Mon. Mon, confused, leaves. However, Mon quickly finds out Sow is also a freshman in his same faculty! Sow learns of Mon's love for basketball and decides to join the same team with him. In one of the matches, Mon gets injured and Sow starts taking care of him. Saint, Mon's high school teammate, confesses his love for him too. In the end, which team will Mon choose? Sow or Saint? ","{'Rew Passakon Niyatiwatchonchai\nSupport Role', '', 'Mew Pittinun Jariyavilaskul\nSupport Role', 'Zax Nattapat Suthisawan\nSupport Role', 'Gap Narongkorn Arunraktham\nMain Role', 'Mhing Thatsaphon Ruengkitrattanakun\nMain Role', 'Thaneth Limcharoen\nUnknown Role', 'New Akaravin Nanthipat\nSupport Role', 'Poon Mitpakdee\nSupport Role', 'Support Role', 'Year Chotritud Wannaworrawit\nSupport Role', 'Offroad Kantapon Jindataweephol\nMain Role', 'Nat Traipat Wuthibowornnant\nSupport Role', 'Putter Phubase Pratumrat\nSupport Role', 'Copper Phuriwat Chotiratnasak\nSupport Role', 'Yang Petchtechin Sriratnapan\nSupport Role', 'Pakphum Wiboonwongkrai\nUnknown Role', 'Pide Monthapoom Sumonvarangkul\nSupport Role'}",Thailand
Love Area Part 2 (2022),Two & Half Stars,"Drama , Drama , Romance , Thailand | Episodes 6","Valen and Kaitoon start having feelings for each other after they spend time together at Valen's nanny’s house. Meanwhile, Doctor-to-be Non is waiting for Kaitoon but Kaitoon has forgotten about their meeting. Valen develops feeling for Kaitoon and tries to change himself for Kaitoon. Ice has entered King’s life while King and Peat are making up, causing the situation to be more complicated. Find out the story of every couple in Love Area Part 2.","{'', 'Tod Techit Panyanarapon\nMain Role', 'Min Nisakorn Withetchon\nSupport Role', 'Aton Thanakorn Techawicha\nSupport Role', 'Fah Wisansaya Pakasupakul\nSupport Role', 'Jovi Sasiriya Xaivaivid\nSupport Role', 'Gun Tieosuwan\nMain Role', 'Pak Chavitpong Pusomjitsakul\nMain Role', 'Support Role', 'Ohm Napat Uthaha\nMain Role', 'Nattapat Sookwongsil\nUnknown Role', 'Got Suttiruk Srithongkul\nSupport Role', 'Jeff Satur\nUnknown Role', 'Pan Norawit Bowonsantisut\nMain Role', 'Ant Warinda Noenphoemphisut\nMain Role', 'Namchok Thanan Apithanawong\nSupport Role'}",Thailand
